ObjectID,Artist,Nationality,Gender,Department,DateAcquired
95579,Lee Bontecou,American,Female,Drawings,2005
95581,Lee Bontecou,American,Female,Drawings,2005
95582,Lee Bontecou,American,Female,Drawings,2005
95583,Lee Bontecou,American,Female,Drawings,2005
95584,Lee Bontecou,American,Female,Drawings,2005
95586,Monica Bonvicini,Italian,Female,Drawings,2005
95587,Monica Bonvicini,Italian,Female,Drawings,2005
95588,Monica Bonvicini,Italian,Female,Drawings,2005
95589,Monica Bonvicini,Italian,Female,Drawings,2005
95590,Monica Bonvicini,Italian,Female,Drawings,2005
95591,Monica Bonvicini,Italian,Female,Drawings,2005
95592,Monica Bonvicini,Italian,Female,Drawings,2005
95593,Monica Bonvicini,Italian,Female,Drawings,2005
95594,Monica Bonvicini,Italian,Female,Drawings,2005
95595,Monica Bonvicini,Italian,Female,Drawings,2005
95596,Jonathan Borofsky,American,Male,Drawings,2005
95597,Michaël Borremans,Belgian,Male,Drawings,2005
95598,Michaël Borremans,Belgian,Male,Drawings,2005
95599,Louise Bourgeois,American,Female,Drawings,2005
95600,Louise Bourgeois,American,Female,Drawings,2005
95601,Louise Bourgeois,American,Female,Drawings,2005
95602,Carol Bove,American,Female,Drawings,2005
95603,Andrea Bowers,American,Female,Drawings,2005
